,review,sentiment
108,"Incredible. Does it get any dumber than this? Not a chance. The stupidity in this movie would shame even Ed Wood, De Palma, and Woo. If the first part in the series had mediocre dialog and the second one had bad dialog, then this one has cretinous dialog. Amazing. But this time the story has been lowered to the level of the dialog, too. In spite of the acting and the dialog, I liked the first two films, but ""Cube Zero"" will surely kill the franchise. The utterly moronic plot so obviously stems from the pen of a frustrated left-winger.<br /><br />I sometimes wonder if such leftists even themselves realize just how anti-democracy and pro-dictatorship they are. In this movie they obviously target the US  a democracy. Why don't they target Korea, Iran, Syria, China, Zimbabwe etc. in anti-military movies? Sure, most of these places are hardly likely to produce a cube like this any time soon, but that's beside the point. It's obvious: writers of garbage like this actually admire these kinds of regimes, whether they are aware of it or not. I would even go as far as to say that ANYONE who adamantly attacks US foreign policies all the time, has anti-democratic beliefs in his core.<br /><br />Back to the movie: apart from being so far-fetched that it isn't even funny any more, the film has many obvious illogicalities. For example, for some reason the two men who supervise the cube have done it for a while and are oblivious to the pain and sadism that the project entails, yet the first one than the other suddenly turn against the system! Anyone who has any idea at all about human nature will see right through this idiocy. Or how about that cretinous character, the one-eyed evil bureaucrat who talks as if he's in a bad Mel Brooks comedy. In fact, as soon as this creature appears the movie loses ALL seriousness and hence any chance of being exciting: it really does become a comedy.",negative
109,"I think I've finally seen the Worst Movie Ever Made, and it hurts me to say that. As a big fan of indie cinema, gay or otherwise, I had high hopes. Several minutes into the film, however, the sheriff appeared and has my vote for the worst actor of this or any other century. His performance, and the dialog he was forced to perform, caused me the unusual step of stopping the DVD in its track. Hours later when I screwed up enough courage to press the play button again, it was no better.<br /><br />Aside from the sheriff and his cartoon-racist deputies, the film has an attractive cast for whom I felt genuine sympathy since they had such a miserable script. The idea behind the film is fine - using lynching of gay men in the ""New South"" the same way it was used on black men in the Old South, leaving ""strange fruit"" hanging from the trees.<br /><br />With an accomplished writer and director, we might have had a movie. Instead we get fake detective work, platitudes about homosexuality, and a cliché with a the one good white man trying to save the day.<br /><br />I have no doubt that racism still flourishes. The FBI is currently investigating a white school bus driver in the back woods of Louisana who forced the black kids to get to the back of the bus. But this town is a cartoon, and it is hard to believe anything you see or hear.<br /><br />There a few subplots in a weak attempt to try to make the main character more three-dimensional, but for the most part, they also fail miserably.<br /><br />For the truly masochistic, the DVD contains some deleted scenes that will leave you running for cover.<br /><br />The is probably the first movie that makes me believe that writer/directors should have to pass a test and get licensed before they can make a film. Although I would look forward to seeing several of the cast members in better films, I would be hard-pressed to witness anything else from this director.",negative
110,"The Wicker Man Has Done The Impossible! It replaced Cat Woman as the worst recent movie in my steel trap cinema mind. YES it's really that bad. So bad that when sitting down to write this review I thought to myself ""If I had a choice to either see this movie again or to have red hot needles shoved in my eyes"" I might actually go for the red hot needles.<br /><br />Neil LaBute created a rare movie where Joel Schumacher could sit back and say with comfort and a guilt free mind ""Yeah that's some bad direction right there"".<br /><br />I think the first clue for myself should have been the tag line: ""Some Sacrifices Must Be Made"". Sure it might sound sort of cheeky ominous line to intrigue you but the sacrifice will be all on the audience side of the screen. Trust me on this the people responsible for this movie should be charged with a hate crime..or at least fraud for trying to pass this off as anything resembling entertainment. Seriously! The movie is about an island where men are just there for breeding and I would still rather with be stuck on Gilligans Island with only pictures of Condoleezza Rice then find myself stranded there.<br /><br />The most entertaining part about this movie was the guy who ripped the loudest fart I've ever heard in a movie theater. That's not a joke nor is it fictional. I've never been to a ""thriller"" and heard so much laughter through out the entire film. I can't tell you with an certainty if the laughs were intentional in some effort to lighten the cinematic tension or if they just really thought this crud would actual fly. I honestly found myself routing for a power outage or a perhaps a fight to break out in the movie theater, anything to make this more interesting which is pretty sad since Deez, Powder and I pounded 2 beers each before the film just for a little mental anesthesia (soon to be a law before all Nic Cage films, write to your congressman today, don't delay). At one point I actually thought perhaps this movie is really a spoof and Anna Ferris is going to show upoh how I wish.<br /><br />Nic Cage throws out so much ham per frame I'm thinking of having a cholesterol test done today. To think that I ever thought Sean Penn was a d*ck for slamming Nic's acting, oh he's still a d*ck just lesser of oneyes Sean Penn's d*ck was lessened because of this film. Do us all a favor Nic play your strengths and stick to being pathetic losers and drunks. You cannot play superman you do not get to play strong hunky roles go straight to jail do not pass go do not collect 200 dollars. His best moments in this film are when he finally comes unhinged and actually punches out a burly woman to steal her bear suit (like the fart, not a joke or a functional moment during this review) then proceeds to run amok like Conan O'Brian's masturbating bear, but with half the hilarity of a bear knocking his junk around. Thankfully he meets his end shortly after when it turns out he's to be a sacrifice to the crowd at the new tour hybrid show of Burning Man and Lilith Fair. Yes!!!! I just spoiled the ending for youand if you knew any better you'd build statues of me in worship and sing songs of my legend. I sat through this crap-fest so you don't have to.<br /><br />About half way through this little misadventure I kept thinking to myself Jack Bauer would have wrapped this case up in 20 minutes of real time..OK 35 minutes if Kim gets attacked by a mountain lion first. Even Steve Martin as Inspector Clouseau could have figured this out in under an hourand you Sir are no Inspector Clouseau.<br /><br />If for some reason you are taken captive and you have a choice to see this film or take a bullet, take the bullet.<br /><br />Somewhere Uwe Boll is laughing at us all.",negative
111,"I think that would have been a more appropriate title for this film, since it is padded to hell and back with stock footage of various bugs and animals. I recently found The Prey in its original VHS 'big box' form and was very excited. I just LOVE finding old slasher films on VHS because the cover artwork is fantastic. Usually though, it turns out that the film itself is less than fantastic. The Prey is one of those films.<br /><br />To be fair, it started off OK, with the killer stalking the cliché teenagers in the woods. The heartbeat sounds used are a great effect that make you tense as you watch. This film is basically a big fat cliché, and when the ""campfire stories"" section rolls in, the film takes a new direction and spends almost half of the running time on the back-story of the killer. I actually thought this was quite an original idea. However, the back-story ends abruptly and shows us some stock-footage of a burning woodland (the lack of budget really starts to show now). After this, we are returned to the dumb teenagers being picked off in the woods. The killer himself isn't shown until the end, which is a shame because he actually makes an effective looking killer. Sort of like Cropsy from The Burning, but better. As for gore, there isn't too much, although there's an OK face squishing moment at the end. <br /><br />Overall, I wouldn't recommend this film to anyone other than slasher completists - it really is a big mess.",negative
112,"There is a certain genius behind this movie. I was laughing throughout. The scene in the phone sex office, discussing how love heals the doppelganger was a nice attempt at this genius/humor. Execution is poor, but you can see the writer's message and they do have some talent. The doppelganger split at the end was like... ""ok, wasn't quite expecting that but let's see what the movie has to say"". Certainly ridiculous, but a sweet idea and actually very coherent to the story in a strange way.<br /><br />Is the point of a movie to be logical or is it to be entertaining or communicate on an emotional level? i'm easily bored by many movies, but this one kept my interest throughout.<br /><br />I think the story may have some auto-biographical roots, but that's just a guess. Horribly bad, but good. I'm looking for other movies this person may have done (with more experience).",positive
113,"Although Cinderella isn't the obvious choice for a sequel I love Jaq and Gus so I didn't hesitate. The format of the mice writing a book for Cinderella was an inspired one. I enjoy writing stories myself and hope children will be encouraged by this. The three stories are cute & amusing, although the songs were forgettable. Jaq and Gus were my favourite characters but I also enjoyed seeing Lucifer, Bruno, the Mice Chorus and all the rest. Pom Pom proved the perfect companion for Lucifer and I liked the Governess. A sequel done right for a change. My rating 8/10.",positive
114,"Whoa!Terrible, terrible, terrible, terrible, did I mention terrible?You can tell just by the DVD cover not to get this movie, but unfortunately that wasn't the case for me.Well, someone brought this home for me to watch, and when I looked at it I just wanted to strangle the person, because they used my money.I will certainly be taking it back soon, but I might as well tell you about it while I have it in memory, for I definitely want to forget it.This movie doesn't deserve to even be called horrible.It's beyond horrible.Quite possibly, the worst film ever.The acting was so, so, so, so horrifically disgusting, as well as the deaths being so ENTIRELY lame and predictable.I didn't even laugh at how bad this movie was, which kind of frightens me a little.Don't see this film, shame on you if you're even looking at this movie page, and I have EXTREME pity for you if you're looking at this movie page, because you think this will be DECENT.Final word: YUCK!!!!!!!!!!",negative
115,"My wife and I rented this movie because some people had drawn parallels between it and ""Office Space"". Blockbuster and IMDB even had it as an ""also recommended"" selection if you liked ""Office Space"".<br /><br />Now, I've seen Office Space probably 15 or 20 times. I love it. It's probably one of my 10 favorite movies. Witty, humorous, and featuring characters that remind me of people I've worked with over the years. ""Haiku Tunnel"" is similar to ""office Space"" in that they are both films. That's where the similarity ends. We sat through probably the first 50 minutes of HT, giving it the benefit of the doubt, hoping, nay, *praying* that it would get better. It didn't. We couldn't take it any more, and stopped the tape. Thank GOD it was a free rental. I'd have been p***ed if we'd actually paid for it. We should be reimbursed for having to sit through it. Now, since we didn't see the end, perhaps it miraculously comes together and redeems itself. I doubt it.<br /><br />Haiku Tunnel is so bad it's hard to believe it ever got produced. The movie is SO unfunny it's painful. Just mail the friggin letters already!!! The premise is asinine. The jokes are awful. We got as far as the ""printer doesn't work"" scene and had to stop. We couldn't take it anymore. This film is an EMBARRASMENT for Josh Kornbluth.<br /><br />If you are a fan of Office Space......don't waste your time with this turd. 0/10",negative
116,"I knew as soon as I saw the first trailer for Black Snake Moan that I would have to see it. I was not disappointed in the slightest in the film, which was written and directed by Hustle and Flow's creator Craig Brewer. It tells the story of a broken blues man and the nymphomaniac he aims to cure not just for her sake, but also his own...yet it's so much more than that. It's complex and rich and it manages to steep you in a gritty, sticky, sultry blue Memphis without making you feel like you need a bath afterward.<br /><br />The characters are (for the most part) multifaceted and very well-written and performed. The accents and the dialogue were carried off flawlessly. However, there was one weak link in the chain: Justin Timberlake. The best I can say for him is that he can pull off crying...it's a rare male actor who can cry convincingly. However, Justin's Ronnie was flat, but as an actor he was trying very hard. I would definitely give him another chance.<br /><br />Lazarus and Rae (Samuel L. Jackson and Christina Ricci respectively) have a great chemistry and a great respect for each other. This is one of those films where it doesn't matter how good one actor is if the other one isn't up to the task and, luckily, both of the actors were up to the task.<br /><br />The music was very bit as good as you would expect, especially when Mr. Samuel L. Jackson sings the blues. Phenomenal.<br /><br />On the technical side, all was brilliance as far as I could see. It was well-edited, well shot, and well-mixed...everything was great. The character and set designs were just right, the casting of the supporting characters (even Justin Timberlake and especially Kim Richards) was spot on... Loved it.",positive
117,"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
118,"A Lassie movie which should have been ""put to sleep"".... FOREVER. That's how I'd describe this painfully dreary time-waster of a film. So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen. It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie. The idea of Lassie turning bad is intriguing but so little actually happens, and so slowly, that you feel your life slipping away while sitting there, watching the non-actors read their lines off cue cards waiting for their measly paychecks.<br /><br />It's an empty, hollow shell of a movie. Seriously, it's not worth wasting your, or your kid's time on. Unless you're both heavily medicated. That's all I have to say.<br /><br />Avoid, avoid, avoid! It will drive you barking mad! Hahahah, get it? BARKING! Hahahahahahaha! <br /><br />Sorry, I've had a rough week.",negative
119,"I thought that this was the most interesting film that JCVD has done in a very long time. I loved his character and the whole thing with the rabbit set a different tone for this film. IMHO, JCDV may really be on to something going forward. A little more light heartedness, some obvious homages to other films, mixed in with some great fights...I would like to see more this style of film-making from him. One of the other posters thought that the bar scene was a Desperado rip off. I immediately saw the R. Rodriguez connection also, but thought it was very clever and made me want to see the film again to look for more subtle cues from other films. JCVD rocks!!<br /><br />Other stuff after reading other comments:<br /><br />No music in the dungeon fight? At first I didn't like that at first either, but then I thought it was interesting because it threw me off balance a bit by giving us something that we didn't expect. Made it seem more real.<br /><br />I also always get a laugh when directors cry like 2 year olds that their film was ""stolen"" from the studio. Directors are paid to do a job. The studio is the boss and they want the product that they want. Very few directors have absolute final cut on a film. In this case, JCVD is THE talent and the only reason anyone is watching this film. I am sure he got a film that he was happy with. I have a relative who works at a post house who knew a little of the story. PRESUMABLY, the director worked on and delivered his cut of the film. Everyone who saw it said it was a disaster...then JCVD and the studio re edited the movie. This stuff happens all the time. He also did see the final cut (which he claims he didn't) and his ""delicate genius"" ego was severely bruised because they hated his delivered cut. If this director was smart, he should have taken credit for this one as it would have been his best.",positive
120,"Okay so i found out about this movie and I watched the preview read almost all the reviews and was having a hard time debating whether I should watch it or not. Before i even watched the movie i was emotionally weird on it. i was so unsure if i was going to watch this and be disturbed for like a long time. So i choose to risk it and watched it and heres what i thought: The beginning started off fine for me. It seemed to be heading in a decent direction. Got past the rape scene and i couldn't figure why people were so disturbed or bored by the movie. Don't get me wrong the rape scene was just as sad and scary but it didn't really bother me to a dramatic point. Then as the middle came in i understood the boring stuff that was going on. There was like 5 minutes shots of nothing but people walking around saying or showing nothing! its one thing to have a shot where a person is showing some kind of emotion but this movie didn't have that. It had about 3 of these pointless scenes, where you see the main character Maya kind of get out of control but it didn't show it right making me want to fast forward. Then when she engaged in the hardcore partying it wasn't so boring but still a little dull. Oh and as a note Rosario Dawson still did a great job. Okay moving on so finally after an hour of pointlessness to the middle the revenge comes to Maya's attention. Thats where it got disturbing. I didn't feel bad for him or nothing he got what he deserved but the whole scene was really disturbing and i just felt all eck after it. I cant really tell you whether or not to watch this movie because its so...i don't know i cant find a word to sum it up. But if you choose to watch it just don't be unsuprised.",negative
121,"This is one of several period sea-faring yarns of its era, which has the added distinction (although not in itself unique) of a female buccaneer at its center. At first, both leads – Jean Peters and Louis Jourdan – might seem miscast but they grow nicely into their roles eventually, thanks no doubt to the talented players (Herbert Marshall, Thomas Gomez and James Robertson Justice) who support them. Velvety-voiced Marshall is uncharacteristically cast as the ship’s obligatory philosophical lush of a doctor, and Gomez is suitably larger-than-life as Blackbeard The Pirate.<br /><br />The cast is completed by Debra Paget as Jourdan’s wife, who incurs the jealous rage of the tomboyish titular character in whom Jourdan instills the first pangs of love (which, however, does not spare him the occasional flogging or sword-wound); incidentally, the film was the second exotic teaming of Jourdan and Paget in one year, following Delmer Daves’ BIRD OF PARADISE. The direct result of this unexpected softening of Anne’s character is her falling out with Blackbeard’s crew, and her unlikely climactic sacrifice in order to save the lives of the stranded Jourdan, Paget and Marshall.<br /><br />While the film is not a particularly outstanding example of its type, Jacques Tourneur’s energetic direction and Franz Waxman’s grandiose score ensure an above-average effort that moves along at a brisk pace; incidentally, Tourneur had already done service in the genre with the superior Burt Lancaster vehicle, THE FLAME AND THE ARROW (1950). As usual with vintage Technicolor productions, the cinematography gives the film a sumptuousness that is invigorating. By the way, differing running-times are given for this film (81 or 87 minutes) and, for the record, the version I watched was the shorter one.",positive
122,"The most amazing, spiritually uplifting movie about the restoration of the gospel. Far better than any other film, or movie made about the restoration thus far. If you haven't seen it, hop on a plane to Salt Lake and see it now. You won't regret it! You truly get a sense of what the first saints had to struggle through, putting complete and total faith in there prophet Joseph Smith. You finally get some sort of comprehension of the things the prophet had to fight through and the persecutions he and his people faced. If you have any questions about the Church of Jesus Christ of Latter-days Saints and our humble beginnings just watch this movie, it will make complete and total sense afterward.",positive
123,"This film and it's sequel Barry Mckenzie holds his own, are the two greatest comedies to ever be produced. A great story a young Aussie bloke travels to england to claim his inheritance and meets up with his mates, who are just as loveable and innocent as he is.<br /><br />It's chock a block full of great, sayings , where else could you find someone who needs a drink so bad that he's as dry as a dead dingoes donger? great characters, top acting, and it's got great sheilas and more Fosters consumption then any other three films put together. Top notch.<br /><br />And some of the funniest songs you'll ever hear, and it's full of great celebrities. Definitely my two favourite films of all time, I watch them at least once a fortnight.",positive
124,"This tale of the upper-classes getting their come-uppance and wallowing in their high-class misery is like a contemporary Mid-Sommerish version of an old Joan Crawford movie in which she suffered in mink. Here, people behave in a frightfully civilized manner in the face of adversity. A well-heeled London solicitor, (Tom Wilkinson), discovers that not only is his wife having an affair with the local gentry but that she has also killed their housekeeper's husband in a hit-and-run accident. He throws up, but otherwise his stiff-upper-lip hardly quavers.<br /><br />Written and directed by Julian Fellowes, who won an Oscar for writing ""Gosford Park"", (this is his directorial debut), from a novel by Nigel Balchin, it's quite comical although I am not sure how much of the comedy is intended. It's like a throw-back to British films of the forties where characters all behaved like characters in books or plays rather than like people might in real life. However, it's not all bad. Wilkinson is terrific, even if you never believe in him as a person while Emily Watson, (the adulterous wife), and Rupert Everett, (the highly amoral high-class totty), are both very good at covering the cracks in the material. Tony Pierce-Roberts' cinematography ensures that no matter how hard it is on the ear it's always good on the eye.",negative
125,"This film is perfect for over the top cheesy zombie lovers. its a film you can laugh at from the acting to the terrible zombie action. that being said, i gave this a 4 outta 10 for effort cos horror is a hard genre to make. going down the list the bad points of this film were as following.<br /><br />#Bad make up #terrible sound and sound effects #really bad continuity #cheesy dialogue #one song played through the whole film #stein couldn't act and in my opinion one of the worst I've seen #terrible ending #racist moment and stealing Simpson's character named<br /><br />the good points #good costume #police officers seemed to have the best acting exp #the actors with less lines or small roles did appear to be better #good attempt with gore<br /><br />i don't wanna bad mouth the film, its funny to watch cos of these bad points and i think thats what makes this film OK. if it was any better i don't think it would of made any difference but it wouldn't be interesting to see a remake with all the same cast as i believe they have possibly improved over the last 7 years.",negative
126,"'The English Patient' is a love story set in Europe as World War II ends... It is a wartime romance mystery epic, like 'Hiroshima, Mon Amour,' 'The Sweet Hereafter,' and 'After Life.' Anthony Minghella weaves extravagant beauty around a central character whose condition is grotesque, and puts emotional barriers between the characters and the audience...<br /><br />This adult love story is an intimate portrait in the tradition of 'Casablanca' and 'Dr. Zhivago.' The film sweeps gracefully attaining a level of eroticism and emotional connection that many similar films had missed... Told in flashback, it is a masterpiece of intimate moment and spectacular largesse...<br /><br />Ralph Fiennes plays the English patient, Count Laszlo de Almasy, a Hungarian cartographer of few words, who works for the British government, and is stationed in the North African desert...<br /><br />Count Laszlo is the unidentified survivor of a plane crash turned over to the Allies, taken into custody by a medical convoy in Italy, and essentially left to die in peace, in an isolated monastery in Tuscany, under the care of an inspiring pretty nurse who injects him with morphine, and reads to him a book, considered his great treasure, and his one surviving possession...<br /><br />Hana seeks to stimulate his touching memories, wrapped up in his head, released in lost pieces from his disturbed mind...<br /><br />Fiennes gives a haunted, pained performance, playing the young man whose veneer of charm cannot plainly cover his heart's capacity for passion... He makes us sympathize with the character in showing self-doubt and weakness... As a badly burned man, he has only cherished memories... His joy and heartbreak are completely clear and visible in his eyes... He remembers falling under the spell of an attractive English married woman... He remembers the way this turns him from a harsh abrupt wanderer into a man willing to betray everything for love... His tragic love affair forms the heart of the motion picture...<br /><br />Kristin Scott Thomas matches Fiennes' work with a radiant sensuality... She is captivating as the married European woman, conveying the audience with the energy and enthusiasm for life that the Count finds irresistible... Their different world, despairing and hopeful, menacing and resilient, is simply beautiful... With intense passion and intelligence, this attractive blonde burns the screen as the different wife...<br /><br />Juliette Binoche seems to shine as the French-Canadian nurse full of life and energy... This vibrant young woman has a heart of gold, kissing wounded soldiers, but she thinks that she is a curse as anybody she ever loved tends to die on her...<br /><br />Colin Firth is good as Katherine's husband... He is a British spy flying into the tough desert in a yellow biplane to take aerial maps of the whole North African continent... He quickly becomes friend of the Count, yet when he realizes that his wife has committed adultery, his face reflected a peaceful fury...<br /><br />William Dafoe plays a double-agent spy who covers his anger with a strange charm... He is a crippled war veteran who has a hidden agenda... This cunning Canadian man seems to know of some dark secret in Almasy's past... He believes the 'English patient' is partially responsible for the mutilation of his hands, and is busy seeking revenge on everyone even remotely involved...<br /><br />Naveen Andrews is Hana's ardent lover He is a handsome Sikh, and an explosives expert with a dangerous job There's a scene that is stuck in my head because it literally had me on the edge of my seat for what seemed an eternity In this particular scene, the military sapper has to cut the wires on a bomb that has been hidden on a bridge It's on a timer and he only has a few minutes left The scene cuts back and forth between his tense face, the wires and his dirty fingers as they try madly to figure out how to untangle and cut the wires without detonating the bomb <br /><br />All the conventional elements of the genre are at peaks of excellence in ""The English Patient."" John Seale's cinematography is breathtaking, and Gabriel Yared's majestic music is dreamy, and romantic This is a rich motion picture with ambition and style, a fever dream, lyrical and complex We are almost able to feel the heat of the desert, the pain of the burnings, the intimate flush of humanity that becomes the most haunting element of this epic love story...",positive
127,"I enjoy B movies. I think Bruce Campbell is a very watchable actor. I love how he delivers his lines. 'Evil Dead 2 and 'Army of Darkness' were great movies. I liked 'Running Time'. However, I don't know if I'll ever watch this movie again...and I bought it. Now, after saying that, I bet the commentary tracks and special features will be worth watching! This movie just has far too many holes for me to actually enjoy, even as a cheapo movie. First off, Ted Raimi was annoying, just flat out annoying. There was nothing to his badly acted / written character that hasn't been done better a thousand times before. The directing sadly was sub par and the choice of some shots...yikes. I don't expect Woody Allen or James Cameron here, but Campbell did not deliver.<br /><br />I did not purchase this thinking it was going to be an Oscar movie like 'Annie Hall', but still I'm disappointed. I would have been happy with 'Mallrats' or 'The Rhino Brothers'. I got much less. By the end of the movie there were no scenes that popped out to me, no dialogue that resonated within me. Even 'Hostel' had a classic line for petes sake! I do not recommend this movie.",negative
128,"I bought this movie because this was Shah rukh khans Debut.And i also liked to see how would he do.I must say he is excellent in his role.Divya Bharathi is superb in this movie.Rishi does a wonderful job.Susham Seth supported well.Alok nath was good in his role.Amrish and Mohnish did their parts well too.Dalip also was good in his small role.Actors shine in a Mediocre movie.The direction is average.The editing is poor.The story is boring.It tells us about Ravi a famous pop singer.He has a lot of female fans.One of them is Kaajal.Ravi and Kaajal fall in love and get married.Ravi gets killed by his cousins.Kaajal becoems a widow..To escape from Ravis cousins.They go to Bombay.She comes across Raja.She falls in love with him and gets married.Ravi returns.The story is predictable.The climax is predictable.The first half bores.It also drags a lot.But it is saved by the actors and music.The second half entertains.The music is catchy with some nice songs.The cinematography looks outdated in the first half but it looks unimaginative.The song picturisations are dull except for ""Sochenge Tumhe Pyar"" and one rain song.The costumes are outdated.Any way watch this just for the actors and music Rating-4/10",negative
129,"Doris Day never lets a bad script get her down. Even in the most trying of circumstances, Day gives 100% and usually comes out unscathed. This comedy, perhaps inspired by a real-life New York City black-out in 1965 but actually adapted from a late-'50s French play by Claude Magnier, gives Doris little to do but spoof her own goody-goody image and, in the second-half, be comically sedated (which is amusing because of the spin Day gives to the situation). There are some funny lines here, yet the staginess of the material has obviously been carried over from the play...and instead of conjuring up some amusing incidents within the Big Apple, we get stuck in the suburbs. Doris' co-stars (Patrick O'Neal, Robert Morse, and Terry-Thomas) are not well-suited to her, and neither is the shapeless hairdo they've got her wearing. Still, it's not terrible, it features a few big laughs, and for Day-buffs it's a must-see. ** from ****",negative
130,"Due to rather dubious plate tectonics, Japan starts to slip under the sea. Initial predictions say it'll take about 40 years before the country is submerged, but a rogue scientist adds in some even more dubious science and determines it will actually take less than 1 year! The government think he's a crackpot, but evidence soon starts bearing his theory out.<br /><br />This big budget disaster movie follows the formula set by any number of Hollywood films of the late 90's (I assume, having seen none of them), with the scale of disaster and tragedy bringing out the nobility of the human (well, Japanese) spirit in acts of heroism and sacrifice, and proving the power of love or something like that. i.e. it's as naive in its psychology as it's geology... we all know that half the populace would be out raping and looting the minute they thought the police had their back turned, and the other half would just panic and be useless.<br /><br />The film does have some very nice special effects, but is not as slick or expensive looking as an equivalent Hollywood production would be. It is at least as nationalistic, humourless and lacking in self-awareness as that Hollywood film would be though, and probably has even worse acting. It does have the hot evil chick from Battle Royale as one of the leads... but she's not even slightly evil, and is therefore much less hot.<br /><br />The film is much too long at 132 minutes, and gets worse and worse as it progresses towards a conclusion that had me in danger of puking. I certainly didn't care in the slightest whether Japan sank or not by the half way point, and well before the end I was trying to think of ways to expedite the process should I ever find myself in that situation for real.<br /><br />But, it does have nice special effects, and Kou Shibasaki is still pretty hot, so I magnanimously give it... 3/10.",negative
131,"Emma is a true romance. If you love the soppy stuff, charged with wit and folly, you will love this movie! Its true to the novel, which is very important, with a few twists added for pleasure. Gwen is not one of my fave actreesess but she does justice to a role that required everything that she had to offer in spades. She shines in a role i think no other actress could have done proper justice to. <br /><br />Jeremy Northam, as the hero. how shocked are you? I never looked upon him as overtly handsome but heck! What the right role can do for you! He looks so good as the sensible, regal Mr. K, that i am literally looking at him in a new light. He makes and excellent romantic lead. The charm and character that he brings to his role is wonderful!<br /><br />Ewan McGregor, Greta Sacchi brings in the rest. a good cast. A good movie. If you are a fan of Jane Austen, see this movie, along with Pride and Prejudice - AND MOST IMPORTANTLY, buy the books. It enhances the movie to heights that are extraordinary",positive
132,"Two page boys working at a radio network go from trying to solve murders to performing in black-face in between work shifts. Jack Moran and Sidney Miller star in this whodunnit from 1945. Lots of fast talking, everybody yells at everybody, and the two page boys call the police detective ""Marty"" (played by Ralph Sanford). It's a real ""shortie"" at 59 minutes, and it has the feel of being adapted from a play, since it mostly takes place in a radio station soundstage. We don't really care about any of the characters, which is probably why its hardly ever shown. No big deal. This was Phil Karlson's second film as director. We're not given any clues as to who might be knocking people off, so we just kind of follow the police detective and the page boys as they all try to solve the mystery first. I'll say no more so as not to give away any spoilers.",negative
133,"Purchased this film for one dollar and figured I could never go wrong, my big mistake was watching it. Enjoyed the acting of Ice-T and the rapping which gave lots of class to this film about Los Angeles and the world of pimps. There is a boxer who kills one of his opponents in a practice ring and who has a career, but because of mental problems from childhood and the killing of this other boxer he retires. He gets hired by a pimp who is looking for a bodyguard to protect the girls that work for him at their trade and make sure they are not beaten up. This boxer falls in love with the boss's girlfriend and all kinds of trouble starts. This is entertaining and it then becomes a big laughing comedy.",negative
134,"You will recognize the plot immediately. Daughters of a divorced couple trying to get Mom and Dad back together again. Yes, that was the theme of The Parent Trap in the 60s, 80s and 90s. But here's the spooky thing. Even though Deanna Durbin was younger than the 21 year old Hayley Mills while playing the doting daughter(s) roles, Durbin looks much older, as in adult. And so do all of her so-called siblings. <br /><br />And this confusion between adult and child goes throughout the film. The girls are dressed in cute little sailor outfits but look ridiculous in them as the director seems to take pains to point out their ample tops and tushies throughout the film. So you're constantly torn between thinking of them as children or women. When Ray Milland and others start ""hitting on"" them you get the feeling as if they're pedophiles, and you might be one, too for noticing those tushies and tops the director was pointing out. Teens or temptresses, little girls or little foxes, you are never quite sure what you're supposed to be thinking of them as.<br /><br />The parents, too, seem very old and the whole film seems very dated.<br /><br />It is a rusty version of the Parent Trap and you should avoid it, or at least ensure your tetanus shots are up to date if you don't believe me.",negative
